case_id,painting_id,painting_index,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,global_seed,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,width,height,content_x_min,content_y_min,content_x_max,content_y_max,content_area_pixels,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,clean_path,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,clean_sha256,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes,generator_name,generator_version,generated_at_utc,generation_action,status,issue,source,title,artist,category
p039__blur__severe,p039,3,blur,severe,3,False,blur,1,20260707,376504446,2268136586,[533511547],"[{""blur_radius"": 5.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.95, ""operator_seed"": 3232693427, ""seed"": 533511547}]",768,768,0,102,768,666,433152,389842,341971,78.94942191193853,57.978481716579864,125.56056800138023,245,5,102,768,666,403.6802945278986,409.8752555041217,337938,57.294718424479164,0,337938,4.585510711177006,98,data/processed/clean/p039_clean.png,p039__blur__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p039__blur__severe_effect_mask.png,p039__blur__severe_degraded.png,data/processed/degraded/synthetic_degradation/p039__blur__severe_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,d64607b3ac4a8ce6362ecdfa2c7eeac4c2ecdb7868f437eae6cfef19489d0eda,ef8e9e5f4e818d7870fd04851e2c9ca5165953764553bdb62fb0ac55b0d4335a,44944,620919,synthetic_degradation,1.0.0,2026-07-23T20:46:20.251244+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__dirt_dust__mild,p039,3,dirt_dust,mild,1,False,dirt_dust,1,20260707,182250978,2041328414,[2466177200],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.05, ""operator_seed"": 530574439, ""particle_count_estimate"": 1694, ""particle_density"": 0.0002, ""particle_opacity"": 0.24, ""particle_radius_max"": 3, ""particle_radius_min"": 1, ""seed"": 2466177200}]",768,768,0,102,768,666,433152,158895,97078,22.41199394208038,16.45880805121528,51.153196398772124,250,13,102,750,666,249.95829127093677,422.47968643770986,3735,0.63323974609375,0,3735,0.014021838320903741,2,data/processed/clean/p039_clean.png,p039__dirt_dust__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p039__dirt_dust__mild_effect_mask.png,p039__dirt_dust__mild_degraded.png,data/processed/degraded/synthetic_degradation/p039__dirt_dust__mild_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,1cabd193fb5f7fefdcc599de7d401cc743a98470275856ac519aba960cf2b326,5efeba03c318ed6b1698bcdbfa1691cf9b60db82a1d187bb2aac33316ebfccab,23151,717875,synthetic_degradation,1.0.0,2026-07-23T20:46:25.394068+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__dirt_dust__moderate,p039,3,dirt_dust,moderate,2,False,dirt_dust,1,20260707,2075601392,3880926442,[2288383029],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.1, ""operator_seed"": 1641700692, ""particle_count_estimate"": 5638, ""particle_density"": 0.00045, ""particle_opacity"": 0.36, ""particle_radius_max"": 5, ""particle_radius_min"": 1, ""seed"": 2288383029}]",768,768,0,102,768,666,433152,115334,57602,13.29833407210402,9.76596408420139,49.751918336168885,255,6,102,768,666,577.8869136488316,281.66011596819556,27100,4.594590928819445,0,27100,0.2190825486557881,6,data/processed/clean/p039_clean.png,p039__dirt_dust__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__dirt_dust__moderate_effect_mask.png,p039__dirt_dust__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__dirt_dust__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,02f8323117cdd8a708f3c64765af6aa105ad1c3a825aab2929baa493d2217aef,2e6bfde69eaaa2c8c782ac1b2f54f751b36a8f08552ba4e3b99ce8292b9ce5db,19442,718048,synthetic_degradation,1.0.0,2026-07-23T20:46:25.872573+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__dirt_dust__severe,p039,3,dirt_dust,severe,3,False,dirt_dust,1,20260707,7759898,3250122848,[1529876613],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.16, ""operator_seed"": 3924894591, ""particle_count_estimate"": 16886, ""particle_density"": 0.0008, ""particle_opacity"": 0.5, ""particle_radius_max"": 7, ""particle_radius_min"": 1, ""seed"": 1529876613}]",768,768,0,102,768,666,433152,226995,145690,33.63484411938534,24.70058865017361,54.289182510810626,254,0,102,768,666,276.6021072139474,331.82265083396254,121362,20.575968424479164,0,121362,0.7375213844651497,13,data/processed/clean/p039_clean.png,p039__dirt_dust__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p039__dirt_dust__severe_effect_mask.png,p039__dirt_dust__severe_degraded.png,data/processed/degraded/synthetic_degradation/p039__dirt_dust__severe_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,6754368f368223005a1bc4e13d3669970f6a4236d190a0e4f0dff6a0cc2c8563,42026e87cea3d263558f49c2b8c8bf6a9834cbf7f2c1450b51ac1f1888aefa3e,35189,718524,synthetic_degradation,1.0.0,2026-07-23T20:46:26.384146+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__discolouration__mild,p039,3,discolouration,mild,1,False,discolouration,1,20260707,837421243,2751031742,[3258374609],"[{""channel_scale_b"": 0.94, ""channel_scale_g"": 0.99, ""channel_scale_r"": 1.04, ""degradation_type"": ""discolouration"", ""operator_seed"": 1302680345, ""seed"": 3258374609}]",768,768,0,102,768,666,433152,67601,47222,10.9019466607565,8.006117078993055,90.43604675786709,199,443,397,762,584,608.7024903646605,488.2936978526958,39667,6.725226508246528,0,39667,0.950617101324931,8,data/processed/clean/p039_clean.png,p039__discolouration__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p039__discolouration__mild_effect_mask.png,p039__discolouration__mild_degraded.png,data/processed/degraded/synthetic_degradation/p039__discolouration__mild_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,fc2788fa024c652cf83bd6484285d229b6fe74c2da25170d35fa5c6f1de780fe,e08933b7c9b21443381494f8d6c4df44281fd57f59cdc0a483744d73a0a0a009,12756,717987,synthetic_degradation,1.0.0,2026-07-23T20:46:23.868003+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__discolouration__moderate,p039,3,discolouration,moderate,2,False,discolouration,1,20260707,3298709580,1296985876,[432382071],"[{""channel_scale_b"": 0.86, ""channel_scale_g"": 0.97, ""channel_scale_r"": 1.09, ""degradation_type"": ""discolouration"", ""operator_seed"": 3898242929, ""seed"": 432382071}]",768,768,0,102,768,666,433152,238571,187860,43.370456560283685,31.850179036458332,95.41918982220803,176,0,102,637,666,305.04717875013307,393.2482380496114,194185,32.92253282335069,0,194185,2.723246608626642,21,data/processed/clean/p039_clean.png,p039__discolouration__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__discolouration__moderate_effect_mask.png,p039__discolouration__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__discolouration__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b9a490d7c55511b88de36a4534f7202c7a98fb66456e4953556aa16912c445f5,fd66fb562634ce2cf19eb33af7e3e9c07a4b0982c827bd24facb0166abfbbd59,36734,718168,synthetic_degradation,1.0.0,2026-07-23T20:46:24.374979+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__discolouration__severe,p039,3,discolouration,severe,3,False,discolouration,1,20260707,85495916,1849544327,[1606319826],"[{""channel_scale_b"": 0.76, ""channel_scale_g"": 0.94, ""channel_scale_r"": 1.15, ""degradation_type"": ""discolouration"", ""operator_seed"": 3785308540, ""seed"": 1606319826}]",768,768,0,102,768,666,433152,359602,304825,70.37367944739952,51.68067084418403,127.93123267448536,209,0,102,768,649,354.29883375707374,390.0860034445994,326315,55.324130588107636,0,326315,7.043826230109955,40,data/processed/clean/p039_clean.png,p039__discolouration__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p039__discolouration__severe_effect_mask.png,p039__discolouration__severe_degraded.png,data/processed/degraded/synthetic_degradation/p039__discolouration__severe_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,3facaaad068cc02e02f7b65381e39443dcaa58a1252186eb9039644a645d1345,a1bb2a0142bd1e49684ccca31b04904c278bcd394a79bb3b2bc97340f7327c6f,44445,716277,synthetic_degradation,1.0.0,2026-07-23T20:46:24.900375+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__fading__mild,p039,3,fading,mild,1,False,fading,1,20260707,1306473488,3760481264,[396062330],"[{""brightness_factor"": 1.03, ""contrast_factor"": 0.94, ""degradation_type"": ""fading"", ""operator_seed"": 3923526794, ""saturation_factor"": 0.82, ""seed"": 396062330}]",768,768,0,102,768,666,433152,62533,42577,9.82957483747045,7.218594021267361,104.91549428094982,231,408,337,682,545,547.881790638138,443.6219085421707,38409,6.511942545572917,0,38409,1.4643468248764653,19,data/processed/clean/p039_clean.png,p039__fading__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p039__fading__mild_effect_mask.png,p039__fading__mild_degraded.png,data/processed/degraded/synthetic_degradation/p039__fading__mild_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,ce3dd55860423989c061129a053d0a1c78527b46d9f068ac6239e629a0ceb799,907897fec4bf2a59e34ea3b698bdc9027aa623b070ac3a450b6dfcd55f9a3e46,12778,717462,synthetic_degradation,1.0.0,2026-07-23T20:46:22.324197+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__fading__moderate,p039,3,fading,moderate,2,False,fading,1,20260707,1810914873,825134820,[3899479851],"[{""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 2658612354, ""saturation_factor"": 0.62, ""seed"": 3899479851}]",768,768,0,102,768,666,433152,230636,175835,40.59429484338062,29.81143527560764,114.92528791196293,214,75,135,566,592,320.7341200557341,357.41810219808343,190604,32.31540256076389,0,190604,4.898724974996676,55,data/processed/clean/p039_clean.png,p039__fading__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__fading__moderate_effect_mask.png,p039__fading__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__fading__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,dafa6f3b0cf6f39cd6b90220ef9668464b2f32af0ccfb5d6f77be65458e49706,0db36ed1708f31613f295f1874a597fb124848c1c22511242208e81d987589fa,32753,712513,synthetic_degradation,1.0.0,2026-07-23T20:46:22.834717+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__fading__severe,p039,3,fading,severe,3,False,fading,1,20260707,2614108124,3134627438,[3252787489],"[{""brightness_factor"": 1.12, ""contrast_factor"": 0.76, ""degradation_type"": ""fading"", ""operator_seed"": 3687415701, ""saturation_factor"": 0.42, ""seed"": 3252787489}]",768,768,0,102,768,666,433152,366262,305709,70.57776484929079,51.830546061197914,136.70871973020095,244,18,102,768,666,385.2854446548842,390.2466365072667,327738,55.565388997395836,0,327738,9.580713623944972,91,data/processed/clean/p039_clean.png,p039__fading__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p039__fading__severe_effect_mask.png,p039__fading__severe_degraded.png,data/processed/degraded/synthetic_degradation/p039__fading__severe_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,06c98e693e2ed169db3d0fede6d762142e7eff530b979842cc331470cc0a7944,9452bd96a256c3aa98137ff90aa234215de2f55e50ee31fe19c8ae98ea84415e,48233,697985,synthetic_degradation,1.0.0,2026-07-23T20:46:23.404573+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__partial_transparency__mild,p039,3,partial_transparency,mild,1,False,partial_transparency,1,20260707,2113535455,3935265628,[2603744827],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 1104484303, ""seed"": 2603744827, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.12}]",768,768,0,102,768,666,433152,63307,42674,9.851968823877069,7.235039605034722,94.41718610863758,209,454,334,734,543,602.0404930402588,430.323335051788,40253,6.824578179253472,0,40253,1.654788043449645,14,data/processed/clean/p039_clean.png,p039__partial_transparency__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__mild_effect_mask.png,p039__partial_transparency__mild_degraded.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__mild_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,bd6031249d48260eace3e2422c44164f2c19edc8d25d9a61f431ea3063669e90,a3e24514df354607940f7afea583a12794db7f10ca2fb7bac7f31f9fb0764858,13493,717269,synthetic_degradation,1.0.0,2026-07-23T20:46:26.828382+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__partial_transparency__moderate,p039,3,partial_transparency,moderate,2,False,partial_transparency,1,20260707,166443009,3465446752,[3928530803],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 3596399302, ""seed"": 3928530803, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.24}]",768,768,0,102,768,666,433152,233720,185125,42.73903848995272,31.38648139105903,138.497836596894,247,0,116,517,636,260.8692505064146,375.4592140445645,198948,33.73006184895833,0,198948,6.90714102344686,46,data/processed/clean/p039_clean.png,p039__partial_transparency__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__moderate_effect_mask.png,p039__partial_transparency__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b84d2f7065f4fdcfb777f0c61968d602e259a72f63a4e7bcd755d22bf4a9c1e7,472d735c2891010e712af57eecb8638e102dcd74537edcae82ef14e7d1aad4f1,37439,705246,synthetic_degradation,1.0.0,2026-07-23T20:46:27.321853+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__partial_transparency__severe,p039,3,partial_transparency,severe,3,False,partial_transparency,1,20260707,3471090889,40085232,[312693467],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 2839704830, ""seed"": 312693467, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.4}]",768,768,0,102,768,666,433152,331500,272563,62.925485741725765,46.210903591579864,133.45862057579347,208,0,140,680,666,333.11827724232563,405.9391480134868,295850,50.159030490451386,0,295850,12.10092207139266,62,data/processed/clean/p039_clean.png,p039__partial_transparency__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__severe_effect_mask.png,p039__partial_transparency__severe_degraded.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__severe_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,2d1b3c826607f5b4ac722468df2d8a18e86193428b4a20338651e317a70768f5,c9447431a675ee59188859f5fe44035b3b22053cf6fe5309a01ee56241cab335,40626,686485,synthetic_degradation,1.0.0,2026-07-23T20:46:27.846160+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__water_stain__mild,p039,3,water_stain,mild,1,False,water_stain,1,20260707,1942019717,356119104,[3859504918],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 1186382226, ""ring_strength"": 0.18, ""seed"": 3859504918, ""stain_colour_rgb"": [142, 104, 58], ""stain_opacity"": 0.18}]",768,768,0,102,768,666,433152,66112,61570,14.214409722222221,10.438707139756945,123.25593633262953,168,390,318,720,555,554.5,436.0,66078,11.2030029296875,0,66078,3.978677597612133,20,data/processed/clean/p039_clean.png,p039__water_stain__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p039__water_stain__mild_effect_mask.png,p039__water_stain__mild_degraded.png,data/processed/degraded/synthetic_degradation/p039__water_stain__mild_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,7e3c520a617eb425d2ca5ba9fe563cebb73375b273dd9ba43d29f0e7e3875035,2605617241641e32b41d0d6f356f461bb7fb29b8353b44bdc65dc6d6d64c054d,11841,715287,synthetic_degradation,1.0.0,2026-07-23T20:46:20.766978+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__water_stain__moderate,p039,3,water_stain,moderate,2,False,water_stain,1,20260707,981871422,3009434817,[1643687680],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 4131811810, ""ring_strength"": 0.28, ""seed"": 1643687680, ""stain_colour_rgb"": [132, 91, 45], ""stain_opacity"": 0.28}]",768,768,0,102,768,666,433152,72835,64402,14.86822177895981,10.91885036892361,115.96739231700879,165,221,211,600,456,430.1180242849601,346.5494860408062,71772,12.168375651041668,0,71772,7.046232351662433,26,data/processed/clean/p039_clean.png,p039__water_stain__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__water_stain__moderate_effect_mask.png,p039__water_stain__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__water_stain__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,6b01069c6451dec3508cef0c30598d7f5d6ae07e8ceb2796832bbc16549e7228,d5195b6916f353fc7c9a22c05e916660aa8bb3b21e56b8557ebda8c48243e4fb,14162,713205,synthetic_degradation,1.0.0,2026-07-23T20:46:21.292880+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__water_stain__severe,p039,3,water_stain,severe,3,False,water_stain,1,20260707,686148733,310410505,[2662601937],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 1664570367, ""ring_strength"": 0.38, ""seed"": 2662601937, ""stain_colour_rgb"": [116, 72, 34], ""stain_opacity"": 0.4}]",768,768,0,102,768,666,433152,151850,123853,28.59342678782506,20.99829779730903,86.60294865687548,118,175,139,768,582,408.3494545953671,360.142564168813,145013,24.58580864800347,0,145013,7.558404126879596,33,data/processed/clean/p039_clean.png,p039__water_stain__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p039__water_stain__severe_effect_mask.png,p039__water_stain__severe_degraded.png,data/processed/degraded/synthetic_degradation/p039__water_stain__severe_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,08131ccfa140cca88b73f13cef7535b0a5afd806e65d69fbb49ad28843d4b3ab,11a7a4b4f8bf52fb118ffc687a1d921557830cf6c58bfe92a7e2e35251fb8bce,24847,710586,synthetic_degradation,1.0.0,2026-07-23T20:46:21.830133+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__blur_fading__moderate,p039,3,blur_fading,moderate,2,True,blur|fading,2,20260707,514595627,3034505494,"[1508715719, 844969641]","[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 3433533670, ""seed"": 1508715719}, {""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 2809444594, ""saturation_factor"": 0.62, ""seed"": 844969641}]",768,768,0,102,768,666,433152,224770,176547,40.758671320921984,29.932149251302082,121.51540383014155,233,44,102,531,635,295.00395362141523,368.03916804023856,189268,32.08889431423611,0,189268,6.548464356156664,78,data/processed/clean/p039_clean.png,p039__blur_fading__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__blur_fading__moderate_effect_mask.png,p039__blur_fading__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__blur_fading__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,ec94b87b7a3ceb6657d0c5930c61f0e23fd4f56ba4bc0c1dd6443181da0baa93,511456daa7c24f626e61313abff62778129dda94c8b125ddb7ff7b9468248c45,34245,678181,synthetic_degradation,1.0.0,2026-07-23T20:46:29.700746+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__fading_discolouration__moderate,p039,3,fading_discolouration,moderate,2,True,fading|discolouration,2,20260707,2082809100,2370158134,"[3447617737, 3907355931]","[{""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 468844501, ""saturation_factor"": 0.62, ""seed"": 3447617737}, {""channel_scale_b"": 0.86, ""channel_scale_g"": 0.97, ""channel_scale_r"": 1.09, ""degradation_type"": ""discolouration"", ""operator_seed"": 608965922, ""seed"": 3907355931}]",768,768,0,102,768,666,433152,178299,132996,30.70423315602837,22.548421223958332,118.35583776955698,234,291,143,676,596,484.81218984029596,369.68791542602787,146438,24.827406141493054,0,146438,3.223349542061369,39,data/processed/clean/p039_clean.png,p039__fading_discolouration__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__fading_discolouration__moderate_effect_mask.png,p039__fading_discolouration__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__fading_discolouration__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b1c6dee5cbec161dd3d9d5d1307543cc4c8a859051380d277eb5702bba7663a7,a1b246e7dc9467ed412794f1696fe234a8799492604c9f4a4ce946e0e751c8bf,27535,713163,synthetic_degradation,1.0.0,2026-07-23T20:46:28.434803+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p039__water_stain_dirt__moderate,p039,3,water_stain_dirt,moderate,2,True,water_stain|dirt_dust,2,20260707,4106022158,3635916685,"[3543378330, 36496837]","[{""degradation_type"": ""water_stain"", ""operator_seed"": 3584466936, ""ring_strength"": 0.28, ""seed"": 3543378330, ""stain_colour_rgb"": [132, 91, 45], ""stain_opacity"": 0.28}, {""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.1, ""operator_seed"": 626587268, ""particle_count_estimate"": 41963, ""particle_density"": 0.00045, ""particle_opacity"": 0.36, ""particle_radius_max"": 5, ""particle_radius_min"": 1, ""seed"": 36496837}]",768,768,0,102,768,666,433152,72227,60667,14.005937869385344,10.28561062282986,91.4601513178499,121,381,119,762,476,576.2742017901,302.9335882769875,70638,11.976114908854168,0,70638,5.432105260728906,21,data/processed/clean/p039_clean.png,p039__water_stain_dirt__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p039__water_stain_dirt__moderate_effect_mask.png,p039__water_stain_dirt__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p039__water_stain_dirt__moderate_degraded.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,bf4501327e967bc8c3114b544f59622c3f89417f7114bfc49fc839c64cdc6a12,49e4776ea277aa2a9459b14cb78ee9797312b12dedea7e07de4cc394731a198e,14448,714203,synthetic_degradation,1.0.0,2026-07-23T20:46:29.039771+00:00,generated,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism
p043__blur__mild,p043,4,blur,mild,1,False,blur,1,20260707,4290807248,1951450092,[4267901959],"[{""blur_radius"": 1.5, ""degradation_type"": ""blur"", ""effect_opacity"": 0.55, ""operator_seed"": 2410613514, ""seed"": 4267901959}]",768,768,0,78,768,689,469248,89208,65215,13.897768344244408,11.056688096788195,114.95769378210534,220,301,298,638,533,467.4633289887296,414.07975159089165,46677,7.913716634114583,0,46677,1.0028883807132394,30,data/processed/clean/p043_clean.png,p043__blur__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p043__blur__mild_effect_mask.png,p043__blur__mild_degraded.png,data/processed/degraded/synthetic_degradation/p043__blur__mild_degraded.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,9e683dd8d9a6d72546af247f95d5fb09daada62b11e2dc61682a1f5d18500aa3,783eb474b08d59671b84d26164152fb4e6e0471af7aae28201625610b8b44c23,17547,767073,synthetic_degradation,1.0.0,2026-07-23T20:46:30.275175+00:00,generated,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork
p043__blur__moderate,p043,4,blur,moderate,2,False,blur,1,20260707,23452683,2982589130,[254670910],"[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 2103387313, ""seed"": 254670910}]",768,768,0,78,768,689,469248,214896,165860,35.34591516639389,28.120252821180557,114.90035572169299,224,0,111,625,498,311.30262872301944,308.66103340166404,142749,24.20196533203125,0,142749,1.8648757228302684,42,data/processed/clean/p043_clean.png,p043__blur__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p043__blur__moderate_effect_mask.png,p043__blur__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p043__blur__moderate_degraded.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,8ca31b53ac7ace6fdfe96ed6c4909557555e18ae1317e132cd5e7b8bb4861355,1f43fcb5afaee7e71347b81d0301f3035443dd68317e28b4929a6be3c2d74dae,30246,746253,synthetic_degradation,1.0.0,2026-07-23T20:46:30.852086+00:00,generated,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork
p043__blur__severe,p043,4,blur,severe,3,False,blur,1,20260707,3223807263,3663325804,[2965417317],"[{""blur_radius"": 5.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.95, ""operator_seed"": 946646503, ""seed"": 2965417317}]",768,768,0,78,768,689,469248,396990,352597,75.14086367975996,59.78003607855903,152.97622498206167,250,0,78,685,689,319.3696514717936,395.9158245816045,342917,58.13886854383681,0,342917,5.218534471901055,87,data/processed/clean/p043_clean.png,p043__blur__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p043__blur__severe_effect_mask.png,p043__blur__severe_degraded.png,data/processed/degraded/synthetic_degradation/p043__blur__severe_degraded.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,45c2f0c6bdbc8653df5929b532caa35c5a289e0a2146b6b1e0ffb561b9d36b0f,eb3d79d7215f980000eb11267bf46ec3d53ae208afbea42316a2bb812e6a6e45,50413,649269,synthetic_degradation,1.0.0,2026-07-23T20:46:31.537883+00:00,generated,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork
